Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,Brand
Mahindra Bolero ZLX BSIII,Kolkata,2000,124000,Diesel,Manual,First,13.6,2523.0,63.0,7.0,11.145,1.95,11.728036844587175,0.6678293725756554,Mahindra
Hyundai Xcent 1.2 Kappa S,Mumbai,2014,7400,Petrol,Manual,First,19.1,1197.0,82.0,5.0,9.74,4.35,8.909235279192261,1.4701758451005926,Hyundai
Toyota Innova Crysta 2.4 GX MT 8S,Hyderabad,2017,52000,Diesel,Manual,First,13.68,2393.0,147.8,8.0,19.43,17.5,10.858998997563564,2.8622008809294686,Toyota
Hyundai EON Era Plus,Hyderabad,2015,68764,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.74,2.9,11.138435631161384,1.0647107369924282,Hyundai
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,64000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.105,2.9,11.06663836234181,1.0647107369924282,Volkswagen
Maruti Vitara Brezza ZDi,Pune,2016,21558,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.65,8.9,9.978502256341574,2.186051276738094,Maruti
BMW 3 Series 320d Prestige,Mumbai,2013,37500,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,58.67,16.75,10.532096211958502,2.8183982582710754,BMW
Hyundai EON Sportz,Coimbatore,2016,14077,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.74,3.95,9.552297538827965,1.3737155789130306,Hyundai
Honda City 1.5 S MT,Mumbai,2009,70000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11.15,2.1,11.156250521031495,0.7419373447293773,Honda
Honda Accord 2.4 MT,Kochi,2011,54316,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,11.15,4.29,10.902574121818684,1.4562867329399256,Honda
Mahindra Xylo E8,Hyderabad,2009,90764,Diesel,Manual,First,14.0,2498.0,112.0,8.0,11.145,3.85,11.41601801020116,1.3480731482996928,Mahindra
BMW 3 Series 320d,Chennai,2009,137000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,58.67,9.0,11.827736204810263,2.1972245773362196,BMW
Honda City V MT,Pune,2013,127000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,11.15,4.5,11.751942365440728,1.5040773967762742,Honda
Mahindra XUV500 W10 2WD,Kochi,2016,51884,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.145,12.46,10.856765736460563,2.522523513359307,Mahindra
Hyundai i20 Asta 1.4 CRDi,Delhi,2014,67407,Diesel,Manual,First,21.27,1396.0,88.76,5.0,9.74,4.65,11.11850414907434,1.536867219599265,Hyundai
Toyota Fortuner 4x2 Manual,Hyderabad,2014,107825,Diesel,Manual,First,13.0,2982.0,168.5,7.0,23.25,20.5,11.588264821516043,3.0204248861443626,Toyota
Mahindra Bolero DI BSII,Chennai,2006,82453,Diesel,Manual,First,13.6,2523.0,63.0,8.0,11.145,2.9,11.319983713014098,1.0647107369924282,Mahindra
Maruti Esteem Vxi - BSIII,Chennai,2007,30441,Petrol,Manual,First,15.9,1298.0,85.0,5.0,7.87,1.45,10.323545662947193,0.371563556432483,Maruti
Hyundai Santro LS zipPlus,Chennai,2002,70000,Petrol,Manual,Third,0.0,1086.0,82.0,5.0,9.74,0.65,11.156250521031495,-0.4307829160924542,Hyundai
Mini Cooper 5 DOOR D,Mumbai,2016,11000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,42.12,29.5,9.305650551780507,3.3843902633457743,Mini
Audi Q3 35 TDI Quattro Premium,Hyderabad,2015,61000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,55.61,25.0,11.018629143155449,3.2188758248682006,Audi
Hyundai i20 Sportz Option,Delhi,2013,48454,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,9.74,3.5,10.788370173250604,1.252762968495368,Hyundai
Tata Safari Storme VX Varicor 400,Jaipur,2017,37000,Diesel,Manual,First,14.1,2179.0,154.0,7.0,16.95,11.25,10.51867319162636,2.4203681286504293,Tata
Honda BR-V i-DTEC VX MT,Kochi,2017,32249,Diesel,Manual,First,21.9,1498.0,98.6,7.0,15.45,10.79,10.38124231399123,2.378619779270043,Honda
Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,2013,58000,Diesel,Manual,First,19.33,1968.0,138.03,5.0,11.105,5.9,10.968198289528557,1.7749523509116738,Volkswagen
Hyundai Xcent 1.2 Kappa S Option,Jaipur,2017,28360,Petrol,Manual,First,19.1,1197.0,81.86,5.0,9.74,5.12,10.252734980646064,1.6331544390514163,Hyundai
Maruti Ignis 1.2 Alpha,Mumbai,2017,7000,Petrol,Manual,First,20.89,1197.0,81.8,5.0,7.87,5.7,8.85366542803745,1.7404661748405046,Maruti
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,19658,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,58.67,35.84,9.886239659126575,3.57906458810673,BMW
Ford Ikon 1.3 CLXi,Hyderabad,2007,92000,Petrol,Manual,First,13.8,1299.0,70.0,5.0,11.2,1.25,11.429543856031177,0.22314355131420976,Ford
Hyundai i10 Sportz,Kolkata,2013,25000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,2.65,10.126631103850338,0.9745596399981308,Hyundai
Hyundai Verna 1.6 CRDI,Coimbatore,2016,37882,Diesel,Manual,First,22.32,1582.0,126.3,5.0,9.74,9.19,10.542231344216686,2.2181159363675955,Hyundai
BMW 3 Series 320d Highline,Bangalore,2014,69330,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,58.67,23.5,11.146632991936537,3.1570004211501135,BMW
Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Delhi,2011,61000,Petrol,Automatic,First,12.3,1796.0,185.0,5.0,78.76,12.5,11.018629143155449,2.5257286443082556,Mercedes-Benz
Chevrolet Beat Option Pack,Kolkata,2010,35000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,11.105,1.5,10.46310334047155,0.4054651081081644,Chevrolet
Hyundai Santro Xing XP,Jaipur,2004,200000,Petrol,Manual,First,0.0,1086.0,82.0,5.0,9.74,0.8,12.206072645530174,-0.2231435513142097,Hyundai
Tata Indica DLS,Jaipur,2009,82000,Diesel,Manual,Second,13.5,1405.0,74.0,5.0,7.63,0.75,11.314474526246391,-0.2876820724517809,Tata
Mahindra XUV500 W8 2WD,Delhi,2012,72450,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.145,8.1,11.190651947748828,2.0918640616783932,Mahindra
Maruti Ciaz ZDi Plus SHVS,Jaipur,2017,36381,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.87,9.75,10.501801939324901,2.277267285009756,Maruti
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,2017,25559,Diesel,Automatic,First,19.71,2143.0,201.15,5.0,78.76,37.93,10.148744784095449,3.6357423557008075,Mercedes-Benz
Honda City ZX CVT,Chennai,2005,100000,Petrol,Automatic,Third,16.4,1497.0,78.0,5.0,11.15,1.96,11.512925464970229,0.6729444732424258,Honda
Toyota Fortuner 4x2 4 Speed AT,Jaipur,2015,94000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,23.25,20.5,11.451050061252142,3.0204248861443626,Toyota
Maruti Alto K10 VXI,Bangalore,2011,64357,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.7,2.75,11.072200987216926,1.0116009116784799,Maruti
Jaguar XJ 2.0L Portfolio,Mumbai,2017,10501,Petrol,Automatic,First,9.43,1999.0,237.4,5.0,53.72,75.0,9.259225769705994,4.31748811353631,Jaguar
Hyundai i20 1.4 Magna ABS,Chennai,2009,47000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,9.74,2.8,10.757902880692196,1.0296194171811581,Hyundai
Honda BRV i-VTEC V CVT,Mumbai,2017,18000,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,15.02,9.25,9.798127036878302,2.224623551524334,Honda
Toyota Corolla Executive (HE),Chennai,2007,89000,Petrol,Manual,First,13.4,1794.0,125.0,5.0,23.25,3.0,11.396391648714276,1.0986122886681098,Toyota
Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,49964,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,55.61,23.89,10.8190580250858,3.173459961337718,Audi
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Mumbai,2014,35000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,23.25,12.75,10.46310334047155,2.545531271604435,Toyota
Hyundai Grand i10 CRDi Sportz,Jaipur,2014,64000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,9.74,4.15,11.06663836234181,1.423108334242607,Hyundai
Volkswagen Vento IPL II Petrol Highline AT,Mumbai,2013,36000,Petrol,Automatic,First,14.8,1598.0,105.0,5.0,11.105,4.65,10.491274217438248,1.536867219599265,Volkswagen
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Delhi,2012,78600,Diesel,Manual,First,12.8,2494.0,102.0,7.0,23.25,8.9,11.272126978417297,2.186051276738094,Toyota
Hyundai Verna CRDi SX,Jaipur,2008,170000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,9.74,1.5,12.043553716032399,0.4054651081081644,Hyundai
Maruti Ritz VDi,Pune,2015,65000,Diesel,Manual,Second,23.2,1248.0,73.94,5.0,7.87,3.27,11.082142548877775,1.184789984909162,Maruti
Audi Q7 3.0 TDI Quattro Technology,Pune,2008,120300,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,55.61,18.0,11.69774390196277,2.8903717578961645,Audi
Hyundai i20 Asta Option 1.2,Pune,2016,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.74,6.3,9.95227771670556,1.840549633397487,Hyundai
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,18108,Diesel,Manual,First,24.3,1248.0,88.5,5.0,12.56,11.31,9.80410910855585,2.425687290128029,Maruti
Honda City i VTEC S,Pune,2014,58407,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.15,6.16,10.97519102464702,1.8180767775454285,Honda
Maruti Ciaz ZXi,Pune,2014,49500,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.87,6.0,10.809727948556782,1.791759469228055,Maruti
Nissan Sunny XV CVT,Kochi,2013,37199,Petrol,Automatic,First,17.5,1498.0,99.6,5.0,11.33,5.43,10.524037158179487,1.691939133945844,Nissan
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,62000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.105,4.65,11.03488966402723,1.536867219599265,Volkswagen
Maruti Ertiga ZDI,Hyderabad,2015,59000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.87,7.5,10.985292722887856,2.0149030205422647,Maruti
Maruti Swift Dzire VDI,Jaipur,2015,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.87,6.25,11.002099841204238,1.8325814637483102,Maruti
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,2007,39037,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,78.76,9.25,10.572265193312061,2.224623551524334,Mercedes-Benz
Honda Brio S MT,Mumbai,2013,17003,Petrol,Manual,First,19.4,1198.0,86.8,5.0,11.15,3.15,9.741145078057485,1.1474024528375417,Honda
Hyundai i10 Magna Optional 1.1L,Hyderabad,2008,80400,Petrol,Manual,First,16.0,1086.0,66.7,5.0,9.74,2.3,11.294769455167058,0.8329091229351039,Hyundai
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,75200,Diesel,Manual,First,22.32,1582.0,126.32,5.0,9.74,5.25,11.227906509937931,1.6582280766035324,Hyundai
Maruti Ciaz VDI SHVS,Kochi,2017,41217,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.87,7.4,10.626606071592057,2.0014800002101243,Maruti
Ford Ikon 1.3 Flair,Pune,2006,98293,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,11.2,1.55,11.495708093019807,0.4382549309311553,Ford
Volkswagen Polo 1.2 MPI Highline,Pune,2017,54000,Petrol,Manual,Second,16.2,1199.0,74.0,5.0,11.105,6.0,10.896739325546411,1.791759469228055,Volkswagen
Honda Jazz 1.2 V i VTEC,Chennai,2016,17377,Petrol,Manual,First,18.7,1199.0,88.7,5.0,11.15,5.9,9.762902771722255,1.7749523509116738,Honda
Honda Amaze EX i-Dtech,Bangalore,2013,33800,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,11.15,4.7,10.42821608147111,1.547562508716013,Honda
Hyundai i20 Asta 1.4 CRDi,Hyderabad,2015,86157,Diesel,Manual,First,22.54,1396.0,88.73,5.0,9.74,6.5,11.363926492282573,1.8718021769015913,Hyundai
Maruti Ritz VDi,Hyderabad,2012,146824,Diesel,Manual,First,21.1,1248.0,73.9,5.0,7.87,3.55,11.896989869538308,1.2669476034873244,Maruti
Honda City V MT,Chennai,2014,55000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,11.15,7.1,10.915088464214607,1.9600947840472698,Honda
Skoda Superb 1.8 TSI MT,Hyderabad,2010,53293,Petrol,Manual,First,13.14,1798.0,160.0,5.0,31.365000000000002,6.0,10.883560269446571,1.791759469228055,Skoda
Maruti Vitara Brezza LDi Option,Pune,2017,38000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.87,7.99,10.545341438708522,2.0781907597781832,Maruti
Hyundai i20 Asta,Bangalore,2009,64000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,9.74,4.1,11.06663836234181,1.410986973710262,Hyundai
Maruti Alto K10 VXI AGS,Hyderabad,2017,25058,Petrol,Automatic,First,24.07,998.0,67.1,5.0,7.87,3.95,10.128948416805498,1.3737155789130306,Maruti
Hyundai EON Era Plus,Kochi,2016,36700,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.74,4.38,10.510532034042662,1.4770487243883548,Hyundai
Hyundai i10 Sportz,Mumbai,2011,35000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,2.75,10.46310334047155,1.0116009116784799,Hyundai
Mercedes-Benz SLK-Class SLK 350,Coimbatore,2016,22732,Petrol,Automatic,First,18.1,3498.0,306.0,2.0,78.76,55.54,10.031528902417012,4.017103481878653,Mercedes-Benz
Audi A6 2.0 TDI Design Edition,Hyderabad,2014,48000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,55.61,29.0,10.778956289890028,3.367295829986474,Audi
Ford EcoSport 1.5 TDCi Titanium,Bangalore,2013,62084,Diesel,Manual,First,22.77,1498.0,98.59,5.0,11.2,6.6,11.036243585771075,1.8870696490323797,Ford
Volkswagen Passat Highline DSG,Kolkata,2012,39273,Diesel,Automatic,First,14.3,1968.0,140.0,5.0,11.105,6.99,10.578292538848208,1.944480556245719,Volkswagen
Toyota Innova Crysta 2.4 ZX MT,Bangalore,2017,64798,Diesel,Manual,First,13.68,2393.0,147.8,7.0,26.45,18.75,11.079030017666526,2.9311937524164198,Toyota
Ford Figo Diesel ZXI,Jaipur,2010,100002,Diesel,Manual,Third,20.0,1399.0,68.0,5.0,11.2,1.28,11.512945464770231,0.2468600779315258,Ford
Chevrolet Aveo 1.4,Pune,2006,78000,Petrol,Manual,Third,14.49,1399.0,92.7,5.0,11.105,1.2,11.26446410567173,0.1823215567939546,Chevrolet
Maruti Ritz LXi,Coimbatore,2013,57717,Petrol,Manual,First,18.5,1197.0,85.8,5.0,7.87,4.31,10.963307036485082,1.4609379041156563,Maruti
Land Rover Freelander 2 SE,Chennai,2011,109000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,120.0,16.5,11.59910316121128,2.803360380906535,Land Rover
Hyundai Grand i10 Asta,Coimbatore,2017,74515,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.74,5.64,11.218755726382893,1.7298840655099674,Hyundai
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2017,50484,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,11.2,31.12,10.829411733378521,3.4378506993101907,Ford
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,13452,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,55.61,25.46,9.50688307286016,3.2371085931292605,Audi
Hyundai Verna 1.6 VTVT,Kochi,2017,37688,Petrol,Manual,First,17.01,1591.0,121.3,5.0,9.74,7.88,10.537097020379877,2.064327903869788,Hyundai
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Chennai,2017,34000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,78.76,36.0,10.4341158035983,3.58351893845611,Mercedes-Benz
Mercedes-Benz M-Class ML 350 4Matic,Pune,2014,120000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,78.76,30.0,11.695247021764184,3.4011973816621555,Mercedes-Benz
Maruti Swift Dzire ZXi,Pune,2008,64000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,7.87,2.85,11.06663836234181,1.0473189942805592,Maruti
Honda City 1.3 EXI S,Delhi,2011,100000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,11.15,3.5,11.512925464970229,1.252762968495368,Honda
Renault Duster 85PS Diesel RxL Optional,Jaipur,2014,75000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,4.93,7.5,11.225243392518447,2.0149030205422647,Renault
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2012,86000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,78.76,19.0,11.362102575235644,2.9444389791664403,Mercedes-Benz
BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2015,69000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,58.67,54.0,11.141861783579396,3.9889840465642745,BMW
Hyundai Xcent 1.2 Kappa SX Option,Kochi,2015,41721,Petrol,Manual,First,19.1,1197.0,82.0,5.0,9.74,4.7,10.63875987814672,1.547562508716013,Hyundai
Maruti Dzire AMT ZXI Plus,Hyderabad,2017,13000,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,10.34,8.5,9.472704636443673,2.1400661634962708,Maruti
BMW 3 Series 320d Corporate Edition,Kolkata,2013,38998,Diesel,Automatic,First,16.07,1995.0,181.0,4.0,58.67,17.0,10.571265641745532,2.833213344056216,BMW
Maruti Alto 800 LXI,Kochi,2017,54250,Petrol,Manual,First,22.74,796.0,47.3,5.0,7.87,3.51,10.901358271402707,1.2556160374777743,Maruti
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,45979,Diesel,Automatic,Second,17.11,1968.0,174.33,5.0,55.61,19.5,10.735940049494326,2.970414465569701,Audi
Mini Cooper S,Pune,2012,37000,Petrol,Automatic,Second,13.6,1598.0,181.0,4.0,42.12,17.0,10.51867319162636,2.833213344056216,Mini
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,46983,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,55.61,43.35,10.757541113134543,3.769306703226551,Audi
Chevrolet Beat Diesel LT,Bangalore,2012,40700,Diesel,Manual,First,25.44,936.0,57.6,5.0,11.105,2.65,10.613983371430686,0.9745596399981308,Chevrolet
Maruti Wagon R LXI BS IV,Kochi,2015,43828,Petrol,Manual,First,20.51,998.0,67.04,5.0,7.87,3.52,10.688028161525285,1.2584609896100056,Maruti
Nissan Terrano XV Premium 110 PS,Kolkata,2016,53000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,9.51,6.25,10.87804719253426,1.8325814637483102,Nissan
BMW 3 Series 320d Luxury Plus,Ahmedabad,2015,100000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,58.67,24.75,11.512925464970229,3.2088254890146994,BMW
Maruti Swift Dzire VXI,Mumbai,2015,19000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,7.87,5.25,9.852194258148577,1.6582280766035324,Maruti
Skoda Yeti Elegance 4X2,Jaipur,2016,84000,Diesel,Manual,First,17.72,1968.0,108.5,5.0,31.365000000000002,11.0,11.33857207782545,2.3978952727983707,Skoda
Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2018,37630,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,11.2,9.1,10.535556883587484,2.2082744135228043,Ford
Hyundai i20 1.2 Magna,Chennai,2010,67714,Petrol,Manual,First,18.5,1197.0,80.0,5.0,9.74,3.25,11.123048232203717,1.1786549963416462,Hyundai
Maruti S Cross DDiS 200 Sigma Option,Pune,2017,32000,Diesel,Manual,First,15.0,1248.0,88.5,5.0,7.87,8.5,10.373491181781864,2.1400661634962708,Maruti
Hyundai Verna Transform VTVT,Pune,2010,51000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,9.74,3.1,10.839580911706463,1.1314021114911006,Hyundai
BMW 3 Series 320d Luxury Line,Kochi,2015,58390,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,58.67,19.86,10.974899921277583,2.9887076586170265,BMW
Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,7.46,4.9,9.546812608597396,1.589235205116581,Hyundai
Honda City i-VTEC V,Delhi,2014,55818,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,11.85,5.7,10.929851676996613,1.7404661748405046,Honda
Maruti Swift 1.3 VXi,Chennai,2006,97800,Petrol,Manual,Third,16.1,1197.0,74.0,5.0,7.87,1.75,11.49067985602291,0.5596157879354227,Maruti
Maruti Swift VDI BSIV,Kolkata,2012,52241,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.87,2.9,10.8636229061867,1.0647107369924282,Maruti
Maruti Baleno Zeta 1.3,Coimbatore,2018,25433,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.87,7.83,10.143802822358657,2.057962510002712,Maruti
Tata Safari Storme 2012-2015 LX,Kochi,2015,40611,Diesel,Manual,First,14.0,2179.0,138.1,7.0,7.63,8.15,10.611794244853895,2.0980179272527715,Tata
Hyundai Accent GLS,Bangalore,2008,72000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,9.74,2.0,11.184421397998193,0.6931471805599453,Hyundai
Maruti Swift LDI SP Limited Edition,Hyderabad,2016,54631,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.87,6.25,10.908356766182873,1.8325814637483102,Maruti
Maruti Swift VDI BSIV,Bangalore,2007,60000,Diesel,Manual,Second,17.8,1248.0,74.0,5.0,7.87,3.4,11.002099841204238,1.2237754316221157,Maruti
Tata Nano XTA,Coimbatore,2016,24941,Petrol,Automatic,First,21.9,624.0,37.48,4.0,7.63,3.19,10.12426831466115,1.1600209167967532,Tata
Maruti Ertiga VDI,Ahmedabad,2017,63939,Diesel,Manual,First,25.47,1248.0,88.5,7.0,10.41,7.75,11.065684782829349,2.0476928433652555,Maruti
Maruti Celerio VXI AMT,Delhi,2014,35214,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,5.57,3.2,10.46919900978639,1.1631508098056809,Maruti
Maruti Swift VDI BSIV,Delhi,2015,63000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.87,4.9,11.05089000537367,1.589235205116581,Maruti
Volkswagen Vento Petrol Highline,Kochi,2012,121377,Petrol,Manual,First,15.04,1598.0,103.6,5.0,11.105,3.8,11.706656683315746,1.33500106673234,Volkswagen
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,2009,100970,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,11.105,4.0,11.522578721998366,1.3862943611198906,Volkswagen
Mini Cooper 5 DOOR D,Hyderabad,2014,60000,Diesel,Automatic,Second,20.7,1496.0,113.98,5.0,42.48,23.5,11.002099841204238,3.1570004211501135,Mini
Tata Indica V2 DLS,Chennai,2008,77650,Diesel,Manual,First,17.2,1396.0,53.5,5.0,7.63,1.15,11.259966828576832,0.13976194237515863,Tata
Hyundai Santro Xing XO,Hyderabad,2007,71297,Petrol,Manual,First,17.0,1086.0,82.0,5.0,9.74,2.2,11.174609529780854,0.7884573603642703,Hyundai
Land Rover Range Rover 3.0 D,Mumbai,2008,55001,Diesel,Automatic,Second,0.0,2179.0,187.7,5.0,120.0,26.5,10.915106645867503,3.2771447329921766,Land Rover
Honda City i-VTEC CVT VX,Bangalore,2015,18955,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,16.04,10.65,9.849823027950436,2.365559892155434,Honda
Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,47877,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,53.72,35.68,10.776390501067295,3.5745903077118086,Jaguar
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,2017,43368,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,78.76,31.94,10.677477120940175,3.4638591427868666,Mercedes-Benz
Chevrolet Cruze LTZ,Chennai,2011,73000,Diesel,Manual,Third,18.3,1991.0,147.9,5.0,11.105,4.2,11.198214720130528,1.4350845252893227,Chevrolet
Mahindra XUV500 W8 2WD,Ahmedabad,2015,72007,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.145,9.9,11.18451861549464,2.2925347571405443,Mahindra
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,56778,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,78.76,15.46,10.946904205736288,2.738256043159276,Mercedes-Benz
Honda Jazz VX,Kochi,2018,20024,Petrol,Manual,First,18.2,1199.0,88.7,5.0,9.1,8.46,9.90468683311161,2.135349173618132,Honda
Toyota Etios G,Kolkata,2013,42103,Petrol,Manual,First,16.78,1496.0,88.73,5.0,23.25,3.25,10.64787427603904,1.1786549963416462,Toyota
Maruti Alto LXi BSIII,Hyderabad,2012,67147,Petrol,Manual,First,19.7,796.0,46.3,5.0,7.87,2.6,11.11463952485509,0.9555114450274363,Maruti
Maruti Swift VXI BSIV,Coimbatore,2016,37806,Petrol,Manual,First,20.4,1197.0,81.8,5.0,7.87,5.2,10.540223099170111,1.6486586255873816,Maruti
Maruti A-Star Vxi,Pune,2009,85000,Petrol,Manual,Third,19.0,998.0,66.1,5.0,7.87,1.8,11.350406535472453,0.5877866649021191,Maruti
Tata Nano Lx BSIV,Chennai,2011,35000,Petrol,Manual,First,25.4,624.0,37.48,4.0,7.63,1.6,10.46310334047155,0.47000362924573563,Tata
Ford Figo Titanium Diesel,Kolkata,2015,72035,Diesel,Manual,First,25.5,1498.0,99.0,5.0,7.65,2.5,11.184907390995573,0.9162907318741551,Ford
Fiat Linea Emotion,Jaipur,2011,48500,Petrol,Manual,First,16.0,1368.0,90.0,5.0,8.955,2.5,10.789319076925574,0.9162907318741551,Fiat
Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,2017,28854,Petrol,Manual,First,18.16,1196.0,86.8,5.0,11.2,6.7,10.270003910505718,1.9021075263969205,Ford
Maruti Baleno LXI,Hyderabad,2005,92450,Petrol,Manual,First,15.4,1590.0,94.0,5.0,7.87,1.2,11.43442323681527,0.1823215567939546,Maruti
BMW 3 Series 320d Luxury Line,Coimbatore,2016,14351,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,58.67,35.55,9.571574905170932,3.5709401562492498,BMW
Chevrolet Cruze LTZ,Jaipur,2017,51087,Diesel,Manual,First,17.9,1998.0,163.7,5.0,11.105,7.75,10.841285340694714,2.0476928433652555,Chevrolet
